#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
APOL6	BST2	9606.ENSP00000386280	9606.ENSP00000252593	0	0	0	0	0.114	0	0	0.389	0.436
APOL6	PLAAT4	9606.ENSP00000386280	9606.ENSP00000255688	0	0	0	0	0.185	0	0	0.460	0.541
APOL6	OAS2	9606.ENSP00000386280	9606.ENSP00000342278	0	0	0	0	0.418	0	0	0.213	0.523
APOL6	PARP9	9606.ENSP00000386280	9606.ENSP00000353512	0	0	0	0	0.403	0	0	0.425	0.642
APOL6	STAT1	9606.ENSP00000386280	9606.ENSP00000354394	0	0	0	0	0.430	0	0	0.189	0.517
APOL6	XAF1	9606.ENSP00000386280	9606.ENSP00000354822	0	0	0	0	0.429	0	0	0.150	0.494
APOL6	IFI16	9606.ENSP00000386280	9606.ENSP00000357113	0	0	0	0	0.187	0	0	0.392	0.485
APOL6	GBP5	9606.ENSP00000386280	9606.ENSP00000359488	0	0	0	0	0.400	0	0	0.425	0.640
APOL6	GBP1	9606.ENSP00000386280	9606.ENSP00000359504	0	0	0	0	0.423	0	0	0.267	0.559
APOL6	IFI44	9606.ENSP00000386280	9606.ENSP00000359783	0	0	0	0	0.259	0	0	0.395	0.533
APOL6	TRIM5	9606.ENSP00000386280	9606.ENSP00000369373	0	0	0	0	0.198	0	0	0.403	0.501
APOL6	OAS1	9606.ENSP00000386280	9606.ENSP00000388001	0	0	0	0	0.302	0	0	0.296	0.488
APOL6	SAMHD1	9606.ENSP00000386280	9606.ENSP00000493536	0	0	0	0	0.190	0	0	0.395	0.489
ARHGAP29	CDC42	9606.ENSP00000260526	9606.ENSP00000497733	0	0	0	0	0.055	0.125	0.400	0.639	0.797
ARHGAP4	CORO1A	9606.ENSP00000359045	9606.ENSP00000219150	0	0	0	0	0.572	0	0	0.091	0.595
ARHGAP4	TBC1D10C	9606.ENSP00000359045	9606.ENSP00000443654	0	0	0	0	0.336	0	0	0.164	0.421
ARHGAP4	ARHGAP9	9606.ENSP00000359045	9606.ENSP00000499232	0	0	0	0.568	0.299	0.074	0	0.245	0.468
ARHGAP4	CDC42	9606.ENSP00000359045	9606.ENSP00000497733	0	0	0	0	0.056	0.094	0.400	0.321	0.605
ARHGAP42	CDC42	9606.ENSP00000298815	9606.ENSP00000497733	0	0	0	0	0	0.046	0.400	0.168	0.482
ARHGAP9	CORO1A	9606.ENSP00000499232	9606.ENSP00000219150	0	0	0	0	0.407	0	0	0.206	0.509
ARHGAP9	FGR	9606.ENSP00000499232	9606.ENSP00000363117	0	0	0	0	0.350	0.062	0	0.175	0.454
ARHGAP9	ITGB2	9606.ENSP00000499232	9606.ENSP00000380948	0	0	0	0	0.406	0	0	0.070	0.424
ARHGAP9	TBC1D10C	9606.ENSP00000499232	9606.ENSP00000443654	0	0	0	0	0.765	0	0	0.159	0.794
ARHGAP9	CDC42	9606.ENSP00000499232	9606.ENSP00000497733	0	0	0	0	0.089	0.112	0.400	0.524	0.738
ARMCX1	WDR49	9606.ENSP00000361917	9606.ENSP00000311343	0	0	0	0	0	0	0	0.406	0.406
ARRB1	HIP1R	9606.ENSP00000409581	9606.ENSP00000253083	0	0	0	0	0.042	0	0.500	0.125	0.544
ARRB1	NAPA	9606.ENSP00000409581	9606.ENSP00000263354	0	0	0	0	0.049	0	0.500	0.074	0.521
ARRB1	PTGER4	9606.ENSP00000409581	9606.ENSP00000302846	0	0	0	0	0.044	0.341	0	0.815	0.873
ARRB1	CXCL11	9606.ENSP00000409581	9606.ENSP00000306884	0	0	0	0	0.086	0	0	0.418	0.445
ARRB1	PRKACA	9606.ENSP00000409581	9606.ENSP00000309591	0	0	0	0	0.049	0	0	0.650	0.653
ARRB1	EPN2	9606.ENSP00000409581	9606.ENSP00000320543	0	0	0	0	0	0	0.500	0.443	0.709
ARRB1	CCR10	9606.ENSP00000409581	9606.ENSP00000332504	0	0	0	0	0	0.108	0.650	0.221	0.735
ARRB1	CAV1	9606.ENSP00000409581	9606.ENSP00000339191	0	0	0	0	0	0	0	0.604	0.604
ARRB1	JUN	9606.ENSP00000409581	9606.ENSP00000360266	0	0	0	0	0	0.081	0	0.611	0.627
ARRB1	FGR	9606.ENSP00000409581	9606.ENSP00000363117	0	0	0	0	0.080	0.060	0	0.498	0.528
ARRB1	OR2H1	9606.ENSP00000409581	9606.ENSP00000366340	0	0	0	0	0	0	0.650	0	0.650
ARRB1	DVL1	9606.ENSP00000409581	9606.ENSP00000368166	0	0	0	0	0	0.314	0	0.567	0.690
ARRB1	CALCRL	9606.ENSP00000409581	9606.ENSP00000376177	0	0	0	0	0.060	0	0	0.587	0.595
ARRB1	GPER1	9606.ENSP00000409581	9606.ENSP00000380281	0	0	0	0	0.044	0	0	0.445	0.446
ARRB1	CLHC1	9606.ENSP00000409581	9606.ENSP00000384869	0	0	0	0	0	0.443	0	0.127	0.492
ARRB1	GIPR	9606.ENSP00000409581	9606.ENSP00000467494	0	0	0	0	0.056	0	0	0.420	0.429
ARRB1	LRP2	9606.ENSP00000409581	9606.ENSP00000496870	0	0	0	0	0	0.049	0.500	0.098	0.533
ARRB1	VAMP2	9606.ENSP00000409581	9606.ENSP00000418572	0	0	0	0	0.103	0	0.500	0.107	0.564
ASNS	PPP1R15A	9606.ENSP00000377845	9606.ENSP00000200453	0	0	0	0	0.054	0	0	0.647	0.652
ASNS	XBP1	9606.ENSP00000377845	9606.ENSP00000216037	0	0	0	0	0.083	0	0	0.526	0.546
ASNS	PCK2	9606.ENSP00000377845	9606.ENSP00000216780	0	0	0	0	0.164	0	0	0.457	0.527
ASNS	SLC1A4	9606.ENSP00000377845	9606.ENSP00000234256	0	0	0	0	0.076	0	0	0.484	0.502
ASNS	DNAJB9	9606.ENSP00000377845	9606.ENSP00000249356	0	0	0	0	0.072	0	0	0.404	0.424
ASNS	SESN2	9606.ENSP00000377845	9606.ENSP00000253063	0	0	0	0	0.070	0	0	0.451	0.467
ASNS	SLC7A5	9606.ENSP00000377845	9606.ENSP00000261622	0	0	0	0	0.254	0	0	0.805	0.848
ASNS	SLC7A11	9606.ENSP00000377845	9606.ENSP00000280612	0	0	0	0	0.134	0	0	0.414	0.471
ASNS	CEBPB	9606.ENSP00000377845	9606.ENSP00000305422	0	0	0	0	0.055	0	0.500	0.552	0.769
ASNS	DDIT4	9606.ENSP00000377845	9606.ENSP00000307305	0	0	0	0	0.109	0	0	0.526	0.559
ASNS	GLS	9606.ENSP00000377845	9606.ENSP00000317379	0	0	0	0	0.062	0	0	0.541	0.551
ASNS	SHMT2	9606.ENSP00000377845	9606.ENSP00000333667	0	0	0	0	0.410	0	0	0.639	0.778
ASNS	ATF3	9606.ENSP00000377845	9606.ENSP00000344352	0	0	0	0	0.050	0	0	0.609	0.613
ASNS	GPT2	9606.ENSP00000377845	9606.ENSP00000345282	0.042	0	0	0	0.089	0	0.275	0.456	0.610
ASNS	CTH	9606.ENSP00000377845	9606.ENSP00000359976	0	0	0	0	0.095	0	0	0.530	0.557
ASNS	SLC3A2	9606.ENSP00000377845	9606.ENSP00000367123	0	0	0	0	0.151	0	0	0.737	0.767
ASNS	CARS1	9606.ENSP00000377845	9606.ENSP00000369897	0	0	0	0	0.203	0	0	0.441	0.536
ASNS	MTHFD2	9606.ENSP00000377845	9606.ENSP00000377617	0	0	0	0	0.300	0	0	0.612	0.717
ASNS	DDIT3	9606.ENSP00000377845	9606.ENSP00000448665	0	0	0	0	0.127	0	0	0.447	0.497
ASNS	FADS6	9606.ENSP00000377845	9606.ENSP00000481684	0.102	0	0	0	0.068	0	0.449	0.204	0.583
ASNS	TRIM69	9606.ENSP00000377845	9606.ENSP00000453177	0	0	0	0	0.042	0.606	0	0.045	0.608
ASNS	PSPH	9606.ENSP00000377845	9606.ENSP00000378854	0.055	0	0	0	0.185	0	0	0.652	0.708
ASNS	CHAC1	9606.ENSP00000377845	9606.ENSP00000484644	0	0	0	0	0.285	0	0	0.741	0.807
ASNS	TRIB3	9606.ENSP00000377845	9606.ENSP00000415416	0	0	0	0	0.429	0	0	0.836	0.902
ATF3	PPP1R15A	9606.ENSP00000344352	9606.ENSP00000200453	0	0	0	0	0.495	0	0	0.803	0.896
ATF3	GADD45B	9606.ENSP00000344352	9606.ENSP00000215631	0	0	0	0	0.445	0	0	0.697	0.824
ATF3	XBP1	9606.ENSP00000344352	9606.ENSP00000216037	0	0	0	0	0.117	0.097	0	0.797	0.824
ATF3	RIPK2	9606.ENSP00000344352	9606.ENSP00000220751	0	0	0	0	0.088	0.096	0	0.366	0.432
ATF3	RELB	9606.ENSP00000344352	9606.ENSP00000221452	0	0	0	0	0.108	0.094	0	0.330	0.412
ATF3	EIF2AK2	9606.ENSP00000344352	9606.ENSP00000233057	0	0	0	0	0.055	0.057	0	0.438	0.456
ATF3	EGR1	9606.ENSP00000344352	9606.ENSP00000239938	0	0	0	0	0.381	0.066	0	0.798	0.873
ATF3	IRF1	9606.ENSP00000344352	9606.ENSP00000245414	0	0	0	0	0.101	0.088	0	0.460	0.518
ATF3	FOSB	9606.ENSP00000344352	9606.ENSP00000245919	0	0	0	0.778	0.460	0	0	0.895	0.941
ATF3	DNAJB9	9606.ENSP00000344352	9606.ENSP00000249356	0	0	0	0	0.097	0.094	0	0.374	0.444
ATF3	GADD45G	9606.ENSP00000344352	9606.ENSP00000252506	0	0	0	0	0.188	0	0	0.370	0.467
ATF3	SESN2	9606.ENSP00000344352	9606.ENSP00000253063	0	0	0	0	0.078	0	0	0.468	0.489
ATF3	JDP2	9606.ENSP00000344352	9606.ENSP00000267569	0	0	0	0.892	0.127	0	0	0.698	0.725
ATF3	CSRNP1	9606.ENSP00000344352	9606.ENSP00000273153	0	0	0	0	0.352	0	0	0.332	0.548
ATF3	BATF2	9606.ENSP00000344352	9606.ENSP00000301887	0	0	0	0	0.047	0	0	0.447	0.450
ATF3	JUNB	9606.ENSP00000344352	9606.ENSP00000303315	0	0	0	0	0.404	0.774	0	0.754	0.964
ATF3	CEBPB	9606.ENSP00000344352	9606.ENSP00000305422	0	0	0	0	0.219	0.492	0.800	0.782	0.980
ATF3	CXCL10	9606.ENSP00000344352	9606.ENSP00000305651	0	0	0	0	0.154	0	0	0.325	0.404
ATF3	FOS	9606.ENSP00000344352	9606.ENSP00000306245	0	0	0	0.757	0.470	0.353	0	0.984	0.994
ATF3	DDIT4	9606.ENSP00000344352	9606.ENSP00000307305	0	0	0	0	0.088	0	0	0.399	0.429
ATF3	PMAIP1	9606.ENSP00000344352	9606.ENSP00000326119	0	0	0	0	0.183	0	0	0.506	0.579
ATF3	MAP3K14	9606.ENSP00000344352	9606.ENSP00000482657	0	0	0	0	0.066	0.052	0	0.389	0.413
ATF3	IRF7	9606.ENSP00000344352	9606.ENSP00000380697	0	0	0	0	0.097	0.088	0	0.356	0.423
ATF3	EGR4	9606.ENSP00000344352	9606.ENSP00000445626	0	0	0	0	0.149	0.066	0	0.352	0.440
ATF3	UBE2C	9606.ENSP00000344352	9606.ENSP00000348838	0	0	0	0	0	0.068	0	0.431	0.447
ATF3	BCL2	9606.ENSP00000344352	9606.ENSP00000381185	0	0	0	0	0	0	0	0.453	0.453
ATF3	HERPUD1	9606.ENSP00000344352	9606.ENSP00000409555	0	0	0	0	0.095	0	0	0.471	0.501
ATF3	ZFP36	9606.ENSP00000344352	9606.ENSP00000471239	0	0	0	0	0.350	0	0	0.271	0.506
ATF3	NRL	9606.ENSP00000344352	9606.ENSP00000454062	0	0	0	0	0	0.203	0	0.415	0.514
ATF3	CXCL2	9606.ENSP00000344352	9606.ENSP00000427279	0	0	0	0	0.301	0	0	0.370	0.541
ATF3	TNFAIP3	9606.ENSP00000344352	9606.ENSP00000481570	0	0	0	0	0.244	0	0	0.420	0.543
ATF3	BDNF	9606.ENSP00000344352	9606.ENSP00000414303	0	0	0	0	0.042	0	0	0.553	0.554
ATF3	STAT1	9606.ENSP00000344352	9606.ENSP00000354394	0	0	0	0	0.061	0.301	0	0.434	0.597
ATF3	KLF4	9606.ENSP00000344352	9606.ENSP00000363804	0	0	0	0	0.440	0.066	0	0.439	0.681
ATF3	IER2	9606.ENSP00000344352	9606.ENSP00000465617	0	0	0	0	0.360	0	0	0.578	0.718
ATF3	TRIB3	9606.ENSP00000344352	9606.ENSP00000415416	0	0	0	0	0.101	0.091	0.500	0.703	0.862
ATF3	MAFF	9606.ENSP00000344352	9606.ENSP00000442060	0	0	0	0	0.503	0.281	0	0.661	0.868
ATF3	CHAC1	9606.ENSP00000344352	9606.ENSP00000484644	0	0	0	0	0.130	0	0.500	0.744	0.879
ATF3	DDIT3	9606.ENSP00000344352	9606.ENSP00000448665	0	0	0	0	0.231	0.877	0.720	0.619	0.988
ATF3	JUN	9606.ENSP00000344352	9606.ENSP00000360266	0	0	0	0	0.550	0.931	0	0.995	0.999
ATP4A	GPT2	9606.ENSP00000262623	9606.ENSP00000345282	0.042	0	0	0	0	0	0	0.412	0.413
ATP4A	ERO1B	9606.ENSP00000262623	9606.ENSP00000346635	0	0	0	0	0.074	0.385	0	0.070	0.424
ATP4A	KCNE2	9606.ENSP00000262623	9606.ENSP00000290310	0	0	0	0	0.393	0.103	0	0.203	0.528
ATP4A	CCKBR	9606.ENSP00000262623	9606.ENSP00000435534	0	0	0	0	0.162	0	0	0.537	0.595
ATP4A	VAMP2	9606.ENSP00000262623	9606.ENSP00000418572	0	0	0	0	0.092	0.156	0	0.659	0.716
B2M	PSME2	9606.ENSP00000497910	9606.ENSP00000216802	0	0	0	0	0.499	0	0	0.299	0.634
B2M	CD69	9606.ENSP00000497910	9606.ENSP00000228434	0	0	0	0	0.132	0.068	0	0.392	0.465
B2M	CLEC2B	9606.ENSP00000497910	9606.ENSP00000228438	0	0	0	0	0.132	0.068	0	0.400	0.472
B2M	ULBP1	9606.ENSP00000497910	9606.ENSP00000229708	0	0	0	0	0	0.299	0	0.634	0.732
B2M	LNPEP	9606.ENSP00000497910	9606.ENSP00000231368	0	0	0	0	0.110	0	0.500	0.170	0.598
B2M	IRF1	9606.ENSP00000497910	9606.ENSP00000245414	0	0	0	0	0.306	0.045	0	0.418	0.581
B2M	H3-3B	9606.ENSP00000497910	9606.ENSP00000254810	0	0	0	0	0.128	0.098	0	0.344	0.439
B2M	HLA-F	9606.ENSP00000497910	9606.ENSP00000259951	0	0	0	0.727	0.634	0.989	0.900	0.701	0.999
B2M	NLRC5	9606.ENSP00000497910	9606.ENSP00000262510	0	0	0	0	0.198	0	0	0.447	0.537
B2M	ICAM1	9606.ENSP00000497910	9606.ENSP00000264832	0	0	0	0	0.104	0	0	0.655	0.677
B2M	IL15	9606.ENSP00000497910	9606.ENSP00000296545	0	0	0	0	0.127	0	0	0.420	0.472
B2M	TLR3	9606.ENSP00000497910	9606.ENSP00000296795	0	0	0	0	0.126	0	0	0.357	0.414
B2M	CXCL10	9606.ENSP00000497910	9606.ENSP00000305651	0	0	0	0	0.165	0	0	0.475	0.543
B2M	FOS	9606.ENSP00000497910	9606.ENSP00000306245	0	0	0	0	0.072	0	0	0.394	0.414
B2M	CAV1	9606.ENSP00000497910	9606.ENSP00000339191	0	0	0	0	0.053	0	0	0.505	0.511
B2M	OAS2	9606.ENSP00000497910	9606.ENSP00000342278	0	0	0	0	0.169	0	0	0.311	0.404
B2M	TAP1	9606.ENSP00000497910	9606.ENSP00000346206	0	0	0	0	0.403	0.514	0.900	0.531	0.984
B2M	TNFRSF14	9606.ENSP00000497910	9606.ENSP00000347948	0	0	0	0	0.160	0	0	0.339	0.421
B2M	COL18A1	9606.ENSP00000497910	9606.ENSP00000352798	0	0	0	0	0	0	0	0.483	0.483
B2M	STAT1	9606.ENSP00000497910	9606.ENSP00000354394	0	0	0	0	0.325	0	0.500	0.469	0.805
B2M	GBP1	9606.ENSP00000497910	9606.ENSP00000359504	0	0	0	0	0.296	0	0	0.290	0.479
B2M	IFI44	9606.ENSP00000497910	9606.ENSP00000359783	0	0	0	0	0.203	0.183	0	0.238	0.461
B2M	IFIT1	9606.ENSP00000497910	9606.ENSP00000360869	0	0	0	0	0.123	0	0	0.365	0.419
B2M	IFIT3	9606.ENSP00000497910	9606.ENSP00000360876	0	0	0	0	0.210	0	0	0.325	0.444
B2M	PSMB9	9606.ENSP00000497910	9606.ENSP00000363993	0	0	0	0	0.367	0	0	0.578	0.721
B2M	PSMB8	9606.ENSP00000497910	9606.ENSP00000364016	0	0	0	0	0.389	0	0	0.703	0.811
B2M	TAP2	9606.ENSP00000497910	9606.ENSP00000364032	0	0	0	0	0.155	0.294	0.900	0.418	0.960
B2M	HLA-C	9606.ENSP00000497910	9606.ENSP00000365402	0	0	0	0	0.439	0.990	0.900	0.969	0.999
B2M	HLA-E	9606.ENSP00000497910	9606.ENSP00000365817	0	0	0	0	0.638	0.989	0.900	0.966	0.999
B2M	HLA-G	9606.ENSP00000497910	9606.ENSP00000366024	0	0	0	0	0.267	0.991	0.900	0.758	0.999
B2M	BTN3A2	9606.ENSP00000497910	9606.ENSP00000366937	0	0	0	0	0.155	0	0	0.462	0.527
B2M	IFNB1	9606.ENSP00000497910	9606.ENSP00000369581	0	0	0	0	0.084	0	0	0.419	0.445
B2M	SDC1	9606.ENSP00000497910	9606.ENSP00000370542	0	0	0	0	0	0	0	0.542	0.542
B2M	JAK2	9606.ENSP00000497910	9606.ENSP00000371067	0	0	0	0	0.097	0	0	0.481	0.511
B2M	PSME1	9606.ENSP00000497910	9606.ENSP00000372155	0	0	0	0	0.369	0	0	0.310	0.546
B2M	HLA-A	9606.ENSP00000497910	9606.ENSP00000379873	0	0	0	0	0.747	0.995	0.900	0.998	0.999
B2M	IRF9	9606.ENSP00000497910	9606.ENSP00000380073	0	0	0	0	0.280	0	0	0.248	0.435
B2M	BCL2	9606.ENSP00000497910	9606.ENSP00000381185	0	0	0	0	0.049	0	0	0.506	0.510
B2M	MX1	9606.ENSP00000497910	9606.ENSP00000381601	0	0	0	0	0.178	0	0	0.370	0.460
B2M	BCL6	9606.ENSP00000497910	9606.ENSP00000384371	0	0	0	0	0.111	0.056	0	0.453	0.501
B2M	CD8A	9606.ENSP00000497910	9606.ENSP00000386559	0	0	0	0	0.092	0.967	0.500	0.888	0.998
B2M	OAS1	9606.ENSP00000497910	9606.ENSP00000388001	0	0	0	0	0.168	0	0	0.346	0.433
B2M	HLA-B	9606.ENSP00000497910	9606.ENSP00000399168	0	0	0	0	0.767	0.995	0.900	0.988	0.999
B2M	TAPBP	9606.ENSP00000497910	9606.ENSP00000404833	0	0	0	0	0.203	0.926	0.900	0.991	0.999
B2M	BDNF	9606.ENSP00000497910	9606.ENSP00000414303	0	0	0	0	0	0	0	0.591	0.591
B2M	CASP1	9606.ENSP00000497910	9606.ENSP00000433138	0	0	0	0	0.292	0	0	0.272	0.463
B2M	CCL5	9606.ENSP00000497910	9606.ENSP00000474412	0	0	0	0	0.223	0	0	0.461	0.563
B2M	TNFAIP3	9606.ENSP00000497910	9606.ENSP00000481570	0	0	0	0	0.169	0	0	0.370	0.454
B2M	PLCG2	9606.ENSP00000497910	9606.ENSP00000482457	0	0	0	0	0.096	0	0.500	0.209	0.611
B2M	ISG15	9606.ENSP00000497910	9606.ENSP00000496832	0	0	0	0	0.188	0.068	0	0.359	0.473
B2M	LRP2	9606.ENSP00000497910	9606.ENSP00000496870	0	0	0	0	0	0	0	0.756	0.756
B2M	IFIH1	9606.ENSP00000497910	9606.ENSP00000497271	0	0	0	0	0.225	0.091	0	0.513	0.627
BAMBI	DVL1	9606.ENSP00000364683	9606.ENSP00000368166	0	0	0	0	0	0	0.900	0.142	0.910
BASP1	CAV1	9606.ENSP00000319281	9606.ENSP00000339191	0	0	0	0	0.056	0.120	0.400	0.160	0.525
BATF2	USP18	9606.ENSP00000301887	9606.ENSP00000215794	0	0	0	0	0.312	0	0	0.185	0.415
BATF2	OAS3	9606.ENSP00000301887	9606.ENSP00000228928	0	0	0	0	0.345	0	0	0.293	0.517
BATF2	IRF1	9606.ENSP00000301887	9606.ENSP00000245414	0	0	0	0	0.282	0.088	0	0.621	0.730
BATF2	TRIM21	9606.ENSP00000301887	9606.ENSP00000254436	0	0	0	0	0.353	0.093	0	0.196	0.487
BATF2	CMPK2	9606.ENSP00000301887	9606.ENSP00000256722	0	0	0	0	0.271	0	0	0.284	0.456
BATF2	OASL	9606.ENSP00000301887	9606.ENSP00000257570	0	0	0	0	0.341	0.066	0	0.310	0.538
BATF2	RTP4	9606.ENSP00000301887	9606.ENSP00000259030	0	0	0	0	0.514	0	0	0.146	0.567
BATF2	PML	9606.ENSP00000301887	9606.ENSP00000268058	0	0	0	0	0.393	0.093	0	0	0.425
BATF2	UBD	9606.ENSP00000301887	9606.ENSP00000366249	0	0	0	0	0.196	0.066	0	0.269	0.403
BATF2	EPSTI1	9606.ENSP00000301887	9606.ENSP00000318982	0	0	0	0	0.386	0	0	0.073	0.406
BATF2	MX1	9606.ENSP00000301887	9606.ENSP00000381601	0	0	0	0	0.183	0.065	0	0.299	0.418
BATF2	SOCS1	9606.ENSP00000301887	9606.ENSP00000496577	0	0	0	0	0.302	0	0	0.207	0.423
BATF2	DDX58	9606.ENSP00000301887	9606.ENSP00000369213	0	0	0	0	0.324	0.047	0	0.177	0.424
BATF2	XAF1	9606.ENSP00000301887	9606.ENSP00000354822	0	0	0	0	0.282	0.096	0	0.191	0.429
BATF2	OAS1	9606.ENSP00000301887	9606.ENSP00000388001	0	0	0	0	0.320	0	0	0.197	0.430
BATF2	IFIT2	9606.ENSP00000301887	9606.ENSP00000490935	0	0	0	0	0.270	0.078	0	0.222	0.430
BATF2	TAP1	9606.ENSP00000301887	9606.ENSP00000346206	0	0	0	0	0.351	0.051	0	0.163	0.439
BATF2	IRF7	9606.ENSP00000301887	9606.ENSP00000380697	0	0	0	0	0.259	0.088	0	0.242	0.443
BATF2	OAS2	9606.ENSP00000301887	9606.ENSP00000342278	0	0	0	0	0.270	0	0	0.269	0.444
BATF2	CXCL11	9606.ENSP00000301887	9606.ENSP00000306884	0	0	0	0	0.345	0	0	0.196	0.451
BATF2	SAMD9L	9606.ENSP00000301887	9606.ENSP00000326247	0	0	0	0	0.404	0.053	0	0.123	0.462
BATF2	ISG15	9606.ENSP00000301887	9606.ENSP00000496832	0	0	0	0	0.261	0.066	0	0.307	0.480
BATF2	PARP14	9606.ENSP00000301887	9606.ENSP00000418194	0	0	0	0	0.429	0	0	0.166	0.503
BATF2	CXCL10	9606.ENSP00000301887	9606.ENSP00000305651	0	0	0	0	0.376	0	0	0.252	0.513
BATF2	MAFF	9606.ENSP00000301887	9606.ENSP00000442060	0	0	0	0	0.044	0.356	0	0.275	0.515
BATF2	IFI35	9606.ENSP00000301887	9606.ENSP00000395590	0	0	0	0	0.412	0.063	0	0.200	0.521
BATF2	STAT1	9606.ENSP00000301887	9606.ENSP00000354394	0	0	0	0	0.329	0	0	0.349	0.545
BATF2	RSAD2	9606.ENSP00000301887	9606.ENSP00000371471	0	0	0	0	0.378	0	0	0.307	0.551
BATF2	PARP9	9606.ENSP00000301887	9606.ENSP00000353512	0	0	0	0	0.504	0	0	0.145	0.558
BATF2	IFIT3	9606.ENSP00000301887	9606.ENSP00000360876	0	0	0	0	0.380	0.078	0	0.314	0.574
BATF2	JUNB	9606.ENSP00000301887	9606.ENSP00000303315	0	0	0	0	0.078	0.445	0	0.384	0.657
BATF2	GBP1	9606.ENSP00000301887	9606.ENSP00000359504	0	0	0	0	0.477	0	0	0.380	0.662
BATF2	GBP5	9606.ENSP00000301887	9606.ENSP00000359488	0	0	0	0	0.659	0	0	0.456	0.806
BATF2	JUN	9606.ENSP00000301887	9606.ENSP00000360266	0	0	0	0	0.060	0.609	0	0.703	0.881
BCL11A	LMO2	9606.ENSP00000496168	9606.ENSP00000257818	0	0	0	0	0.063	0.071	0	0.575	0.598
BCL11A	JAZF1	9606.ENSP00000496168	9606.ENSP00000283928	0	0	0	0	0	0.045	0	0.423	0.425
BCL11A	HBG1	9606.ENSP00000496168	9606.ENSP00000327431	0	0	0	0	0	0	0	0.956	0.956
BCL11A	MEF2C	9606.ENSP00000496168	9606.ENSP00000340874	0	0	0	0	0.127	0.078	0	0.592	0.643
BCL11A	JUN	9606.ENSP00000496168	9606.ENSP00000360266	0	0	0	0	0.087	0.091	0	0.488	0.538
BCL11A	GATA3	9606.ENSP00000496168	9606.ENSP00000368632	0	0	0	0	0	0.091	0	0.387	0.419
BCL11A	CARS1	9606.ENSP00000496168	9606.ENSP00000369897	0	0	0	0	0	0	0.500	0	0.499
BCL11A	BCL6	9606.ENSP00000496168	9606.ENSP00000384371	0	0	0	0.555	0	0.510	0	0.784	0.889
BCL2	PPP1R15A	9606.ENSP00000381185	9606.ENSP00000200453	0	0	0	0	0	0	0	0.425	0.425
BCL2	XBP1	9606.ENSP00000381185	9606.ENSP00000216037	0	0	0	0	0.079	0	0	0.652	0.666
BCL2	RELB	9606.ENSP00000381185	9606.ENSP00000221452	0	0	0	0	0.049	0	0	0.509	0.513
BCL2	CD69	9606.ENSP00000381185	9606.ENSP00000228434	0	0	0	0	0.083	0	0	0.492	0.514
BCL2	EIF2AK2	9606.ENSP00000381185	9606.ENSP00000233057	0	0	0	0	0.055	0	0	0.553	0.559
BCL2	EGR1	9606.ENSP00000381185	9606.ENSP00000239938	0	0	0	0	0.043	0	0	0.676	0.676
BCL2	TNFSF10	9606.ENSP00000381185	9606.ENSP00000241261	0	0	0	0	0.058	0	0	0.645	0.651
BCL2	IRF1	9606.ENSP00000381185	9606.ENSP00000245414	0	0	0	0	0.044	0	0	0.408	0.409
BCL2	H3-3B	9606.ENSP00000381185	9606.ENSP00000254810	0	0	0	0	0.078	0.050	0.500	0.599	0.801
BCL2	HRK	9606.ENSP00000381185	9606.ENSP00000257572	0	0	0	0	0	0.292	0	0.996	0.997
BCL2	LMO2	9606.ENSP00000381185	9606.ENSP00000257818	0	0	0	0	0.066	0	0	0.753	0.759
BCL2	CCNE1	9606.ENSP00000381185	9606.ENSP00000262643	0	0	0	0	0	0	0	0.609	0.609
BCL2	ICAM1	9606.ENSP00000381185	9606.ENSP00000264832	0	0	0	0	0	0	0	0.618	0.618
BCL2	PPARGC1A	9606.ENSP00000381185	9606.ENSP00000264867	0	0	0	0	0.055	0	0	0.741	0.744
BCL2	PML	9606.ENSP00000381185	9606.ENSP00000268058	0	0	0	0	0.049	0.295	0	0.281	0.476
BCL2	IL15	9606.ENSP00000381185	9606.ENSP00000296545	0	0	0	0	0.085	0	0	0.574	0.594
BCL2	TLR3	9606.ENSP00000381185	9606.ENSP00000296795	0	0	0	0	0	0	0	0.404	0.404
BCL2	PTGER4	9606.ENSP00000381185	9606.ENSP00000302846	0	0	0	0	0.130	0	0	0.348	0.408
BCL2	CEBPB	9606.ENSP00000381185	9606.ENSP00000305422	0	0	0	0	0.067	0	0	0.435	0.451
BCL2	CXCL10	9606.ENSP00000381185	9606.ENSP00000305651	0	0	0	0	0.044	0	0	0.420	0.421
BCL2	FOS	9606.ENSP00000381185	9606.ENSP00000306245	0	0	0	0	0	0	0	0.784	0.784
BCL2	DDIT4	9606.ENSP00000381185	9606.ENSP00000307305	0	0	0	0	0.055	0	0	0.400	0.408
BCL2	PRKACA	9606.ENSP00000381185	9606.ENSP00000309591	0	0	0	0	0	0	0	0.706	0.706
BCL2	FGF8	9606.ENSP00000381185	9606.ENSP00000321797	0	0	0	0	0	0	0	0.446	0.446
BCL2	PMAIP1	9606.ENSP00000381185	9606.ENSP00000326119	0	0	0	0	0.042	0.628	0.900	0.997	0.999
BCL2	CAV1	9606.ENSP00000381185	9606.ENSP00000339191	0	0	0	0	0	0	0	0.478	0.478
